Throw_IDs,Times_Practiced_x,Player_Consistency_Score,Cumulative_Impact_Force,Throws_Per_Week,Throw_Technique_Style,Player_Experience_Level,Throw_Accuracy_Deviation,Flip_Result,Times_Practiced_y,Times_Adjusted_Grip,Impact_Point
101471,376848.0,6.0,766.03,26.0,Calculated_Lob,Experienced (26-45),2.0,No,376848.0,4.0,Corner_Hit
100474,327037.0,29.0,941.32,22.0,Calculated_Lob,Experienced (26-45),3.0,No,327037.0,0.0,Edge_Hit
100618,391136.0,50.0,774.56,4.0,Calculated_Lob,Experienced (26-45),12.0,No,391136.0,3.0,Corner_Hit
101577,290161.0,49.0,661.6,7.0,Steady_Push,Experienced (26-45),17.0,No,290161.0,2.0,Corner_Hit
101109,67682.0,38.0,688.0,3.0,Quick_Flick,Veteran (46-65),19.0,Yes,67682.0,3.0,Face_Hit
100236,254644.0,57.0,591.9,2.0,Quick_Flick,Veteran (46-65),13.0,Yes,254644.0,10.0,Corner_Hit
102182,213693.0,11.0,606.51,27.0,Quick_Flick,Experienced (26-45),23.0,Yes,213693.0,3.0,Face_Hit
102779,138683.0,8.0,873.0,25.0,Quick_Flick,Veteran (46-65),17.0,Yes,138683.0,5.0,Edge_Hit
101948,31347.0,4.0,272.0,5.0,Steady_Push,Experienced (26-45),3.0,Yes,31347.0,4.0,Face_Hit
100167,440695.0,31.0,562.16,21.0,Steady_Push,Experienced (26-45),6.0,No,440695.0,3.0,Edge_Hit
102362,18950.0,49.0,254.0,29.0,Calculated_Lob,Veteran (46-65),1.0,Yes,18950.0,5.0,Edge_Hit
100718,399752.0,30.0,514.41,4.0,Steady_Push,Rookie (0-25),7.0,No,399752.0,2.0,Face_Hit
102062,48003.0,12.0,943.0,5.0,Steady_Push,Veteran (46-65),11.0,Yes,48003.0,4.0,Face_Hit
101796,344228.0,16.0,834.88,16.0,Calculated_Lob,Rookie (0-25),15.0,No,344228.0,0.0,Face_Hit
102875,86577.0,48.0,290.0,7.0,Quick_Flick,Experienced (26-45),28.0,Yes,86577.0,7.0,Edge_Hit
102807,237499.0,11.0,908.04,2.0,Calculated_Lob,Experienced (26-45),10.0,Yes,237499.0,2.0,Edge_Hit
102806,194446.0,13.0,169.0,18.0,Calculated_Lob,Rookie (0-25),3.0,Yes,194446.0,9.0,Corner_Hit
100102,395784.0,55.0,903.43,12.0,Calculated_Lob,Veteran (46-65),13.0,No,395784.0,1.0,Face_Hit
101613,171232.0,14.0,539.0,22.0,Steady_Push,Experienced (26-45),11.0,Yes,171232.0,5.0,Corner_Hit
102022,113353.0,41.0,465.0,2.0,Quick_Flick,Veteran (46-65),21.0,Yes,113353.0,10.0,Face_Hit
102153,181256.0,41.0,530.0,8.0,Calculated_Lob,Experienced (26-45),19.0,Yes,181256.0,8.0,Edge_Hit
100983,34292.0,54.0,936.0,5.0,Quick_Flick,Experienced (26-45),23.0,Yes,34292.0,5.0,Face_Hit
100160,50258.0,59.0,764.0,24.0,Calculated_Lob,Rookie (0-25),9.0,Yes,50258.0,3.0,Corner_Hit
103097,367884.0,49.0,810.23,20.0,Steady_Push,Veteran (46-65),20.0,No,367884.0,1.0,Corner_Hit
101719,268560.0,36.0,561.69,20.0,Calculated_Lob,Experienced (26-45),18.0,No,268560.0,1.0,Edge_Hit
102537,264045.0,31.0,695.72,29.0,Steady_Push,Experienced (26-45),3.0,No,264045.0,2.0,Face_Hit
101998,59023.0,42.0,422.0,7.0,Quick_Flick,Veteran (46-65),29.0,Yes,59023.0,4.0,Face_Hit
102579,337265.0,9.0,608.79,11.0,Steady_Push,Experienced (26-45),3.0,No,337265.0,3.0,Edge_Hit
100336,139116.0,37.0,788.0,12.0,Calculated_Lob,Veteran (46-65),15.0,Yes,139116.0,7.0,Edge_Hit
102812,15902.0,35.0,597.0,22.0,Steady_Push,Rookie (0-25),12.0,Yes,15902.0,7.0,Corner_Hit
100417,311592.0,40.0,840.48,15.0,Calculated_Lob,Experienced (26-45),11.0,No,311592.0,2.0,Edge_Hit
102415,46787.0,57.0,533.0,12.0,Calculated_Lob,Experienced (26-45),5.0,Yes,46787.0,4.0,Corner_Hit
101126,162309.0,21.0,486.0,21.0,Steady_Push,Veteran (46-65),23.0,Yes,162309.0,9.0,Face_Hit
102288,43025.0,19.0,714.0,14.0,Calculated_Lob,Experienced (26-45),26.0,Yes,43025.0,4.0,Edge_Hit
102628,72430.0,32.0,689.0,1.0,Calculated_Lob,Veteran (46-65),2.0,Yes,72430.0,9.0,Corner_Hit
100002,30590.0,53.0,584.0,5.0,Calculated_Lob,Experienced (26-45),13.0,Yes,30590.0,7.0,Face_Hit
100051,421659.0,42.0,832.5,24.0,Steady_Push,Veteran (46-65),12.0,No,421659.0,2.0,Corner_Hit
100885,66781.0,23.0,211.0,10.0,Steady_Push,Experienced (26-45),15.0,Yes,66781.0,0.0,Face_Hit
101578,350771.0,52.0,889.27,15.0,Calculated_Lob,Experienced (26-45),17.0,No,350771.0,1.0,Edge_Hit
102328,365752.0,55.0,555.33,8.0,Calculated_Lob,Experienced (26-45),18.0,No,365752.0,2.0,Edge_Hit
100934,155966.0,58.0,328.0,1.0,Steady_Push,Experienced (26-45),4.0,Yes,155966.0,9.0,Corner_Hit
102048,219087.0,47.0,806.34,18.0,Calculated_Lob,Rookie (0-25),26.0,Yes,219087.0,3.0,Face_Hit
101145,151954.0,23.0,492.0,14.0,Quick_Flick,Veteran (46-65),9.0,Yes,151954.0,4.0,Edge_Hit
102224,40367.0,28.0,790.0,11.0,Calculated_Lob,Veteran (46-65),4.0,Yes,40367.0,8.0,Corner_Hit
100579,307228.0,34.0,724.12,3.0,Steady_Push,Rookie (0-25),16.0,No,307228.0,1.0,Corner_Hit
102596,140332.0,49.0,550.0,3.0,Calculated_Lob,Experienced (26-45),6.0,Yes,140332.0,3.0,Edge_Hit
100508,83767.0,16.0,491.0,28.0,Quick_Flick,Veteran (46-65),17.0,Yes,83767.0,8.0,Edge_Hit
101662,163597.0,5.0,668.0,12.0,Steady_Push,Rookie (0-25),12.0,Yes,163597.0,9.0,Edge_Hit
100223,216115.0,25.0,893.31,16.0,Quick_Flick,Veteran (46-65),23.0,Yes,216115.0,8.0,Face_Hit
100602,66061.0,6.0,388.0,21.0,Steady_Push,Experienced (26-45),19.0,Yes,66061.0,10.0,Edge_Hit
100574,320543.0,60.0,843.08,9.0,Calculated_Lob,Experienced (26-45),6.0,No,320543.0,3.0,Edge_Hit
100454,411490.0,24.0,536.82,10.0,Steady_Push,Experienced (26-45),14.0,No,411490.0,1.0,Face_Hit
100078,399150.0,43.0,598.79,6.0,Steady_Push,Experienced (26-45),15.0,No,399150.0,2.0,Edge_Hit
102885,208789.0,18.0,440.36,20.0,Calculated_Lob,Rookie (0-25),26.0,Yes,208789.0,10.0,Edge_Hit
100071,160164.0,59.0,492.0,15.0,Steady_Push,Rookie (0-25),24.0,Yes,160164.0,5.0,Face_Hit
102739,99069.0,13.0,251.0,16.0,Quick_Flick,Rookie (0-25),11.0,Yes,99069.0,7.0,Face_Hit
100292,366268.0,49.0,643.61,18.0,Steady_Push,Experienced (26-45),20.0,No,366268.0,0.0,Face_Hit
102133,194048.0,51.0,507.0,30.0,Quick_Flick,Experienced (26-45),1.0,Yes,194048.0,9.0,Corner_Hit
102197,338588.0,10.0,500.61,10.0,Calculated_Lob,Rookie (0-25),12.0,No,338588.0,1.0,Corner_Hit
100034,68057.0,43.0,970.0,22.0,Calculated_Lob,Veteran (46-65),0.0,Yes,68057.0,0.0,Corner_Hit
100827,77481.0,60.0,770.0,26.0,Quick_Flick,Experienced (26-45),1.0,Yes,77481.0,0.0,Edge_Hit
103194,70187.0,3.0,716.0,3.0,Steady_Push,Veteran (46-65),28.0,Yes,70187.0,4.0,Edge_Hit
101448,418434.0,9.0,864.92,6.0,Steady_Push,Rookie (0-25),6.0,No,418434.0,2.0,Edge_Hit
101118,285328.0,32.0,765.98,26.0,Steady_Push,Experienced (26-45),16.0,No,285328.0,1.0,Face_Hit
100286,400825.0,24.0,679.39,22.0,Calculated_Lob,Veteran (46-65),7.0,No,400825.0,0.0,Edge_Hit
100614,118384.0,1.0,864.0,19.0,Steady_Push,Experienced (26-45),24.0,Yes,118384.0,3.0,Edge_Hit
102853,418830.0,49.0,778.8,20.0,Steady_Push,Rookie (0-25),10.0,No,418830.0,1.0,Edge_Hit
101188,202181.0,50.0,216.0,16.0,Quick_Flick,Veteran (46-65),17.0,Yes,202181.0,2.0,Corner_Hit
100845,261012.0,18.0,523.33,25.0,Calculated_Lob,Experienced (26-45),12.0,No,261012.0,0.0,Corner_Hit
100403,256670.0,5.0,914.9,17.0,Calculated_Lob,Veteran (46-65),6.0,Yes,256670.0,4.0,Edge_Hit
101038,124048.0,13.0,699.0,4.0,Quick_Flick,Rookie (0-25),27.0,Yes,124048.0,0.0,Corner_Hit
100388,78853.0,15.0,801.0,23.0,Quick_Flick,Rookie (0-25),15.0,Yes,78853.0,7.0,Edge_Hit
101523,105279.0,48.0,250.0,19.0,Quick_Flick,Veteran (46-65),14.0,Yes,105279.0,10.0,Face_Hit
102193,1660.0,19.0,359.0,18.0,Steady_Push,Experienced (26-45),12.0,Yes,1660.0,10.0,Face_Hit
101982,119433.0,4.0,456.0,30.0,Calculated_Lob,Experienced (26-45),9.0,Yes,119433.0,7.0,Edge_Hit
100406,267940.0,2.0,625.05,12.0,Calculated_Lob,Experienced (26-45),20.0,No,267940.0,1.0,Corner_Hit
102731,209550.0,44.0,907.27,14.0,Quick_Flick,Veteran (46-65),30.0,Yes,209550.0,2.0,Edge_Hit
100739,341568.0,49.0,708.45,8.0,Steady_Push,Veteran (46-65),1.0,No,341568.0,2.0,Face_Hit
102021,332534.0,37.0,598.99,29.0,Steady_Push,Veteran (46-65),8.0,No,332534.0,2.0,Corner_Hit
102895,380302.0,13.0,543.19,11.0,Steady_Push,Veteran (46-65),5.0,No,380302.0,1.0,Face_Hit
102752,388141.0,12.0,504.85,22.0,Calculated_Lob,Rookie (0-25),8.0,No,388141.0,1.0,Face_Hit
103041,162112.0,9.0,408.0,15.0,Steady_Push,Veteran (46-65),22.0,Yes,162112.0,9.0,Face_Hit
102568,209135.0,54.0,235.26,19.0,Quick_Flick,Rookie (0-25),3.0,Yes,209135.0,4.0,Edge_Hit
101956,257010.0,22.0,635.31,13.0,Calculated_Lob,Veteran (46-65),12.0,Yes,257010.0,7.0,Edge_Hit
101941,292556.0,39.0,803.48,4.0,Steady_Push,Experienced (26-45),12.0,No,292556.0,0.0,Edge_Hit
100542,92513.0,46.0,659.0,19.0,Calculated_Lob,Veteran (46-65),8.0,Yes,92513.0,7.0,Edge_Hit
101356,234884.0,3.0,955.15,24.0,Steady_Push,Veteran (46-65),5.0,Yes,234884.0,9.0,Corner_Hit
102203,242324.0,50.0,723.02,20.0,Quick_Flick,Veteran (46-65),22.0,Yes,242324.0,8.0,Corner_Hit
102251,384374.0,22.0,614.35,15.0,Steady_Push,Veteran (46-65),10.0,No,384374.0,4.0,Face_Hit
101135,439651.0,53.0,872.46,6.0,Steady_Push,Experienced (26-45),10.0,No,439651.0,3.0,Edge_Hit
102372,85223.0,43.0,366.0,23.0,Calculated_Lob,Experienced (26-45),4.0,Yes,85223.0,6.0,Corner_Hit
100462,272562.0,29.0,717.77,10.0,Steady_Push,Rookie (0-25),13.0,No,272562.0,0.0,Edge_Hit
102768,43315.0,57.0,276.0,10.0,Steady_Push,Rookie (0-25),19.0,Yes,43315.0,1.0,Face_Hit
103104,111136.0,52.0,909.0,6.0,Quick_Flick,Master (65+),9.0,Yes,111136.0,5.0,Corner_Hit
101583,348529.0,38.0,639.63,2.0,Calculated_Lob,Experienced (26-45),17.0,No,348529.0,2.0,Corner_Hit
100881,63179.0,56.0,641.0,5.0,Quick_Flick,Rookie (0-25),8.0,Yes,63179.0,8.0,Corner_Hit
102155,266037.0,7.0,526.34,4.0,Steady_Push,Experienced (26-45),11.0,No,266037.0,1.0,Face_Hit
101552,217327.0,11.0,114.86,9.0,Steady_Push,Veteran (46-65),6.0,Yes,217327.0,10.0,Edge_Hit
101364,416552.0,32.0,538.37,28.0,Steady_Push,Experienced (26-45),12.0,No,416552.0,3.0,Edge_Hit
102230,416632.0,9.0,719.99,20.0,Calculated_Lob,Experienced (26-45),16.0,No,416632.0,2.0,Edge_Hit
101236,346111.0,33.0,707.09,24.0,Steady_Push,Rookie (0-25),11.0,No,346111.0,0.0,Edge_Hit
102259,152453.0,26.0,753.0,6.0,Calculated_Lob,Experienced (26-45),27.0,Yes,152453.0,3.0,Corner_Hit
100249,52632.0,24.0,973.0,8.0,Calculated_Lob,Veteran (46-65),1.0,Yes,52632.0,5.0,Edge_Hit
102748,319205.0,35.0,930.86,22.0,Calculated_Lob,Rookie (0-25),0.0,No,319205.0,1.0,Face_Hit
102758,215852.0,55.0,704.31,7.0,Steady_Push,Experienced (26-45),27.0,Yes,215852.0,10.0,Edge_Hit
100900,284909.0,1.0,803.0,12.0,Steady_Push,Experienced (26-45),15.0,No,284909.0,2.0,Corner_Hit
102952,366870.0,6.0,621.7,10.0,Steady_Push,Experienced (26-45),17.0,No,366870.0,4.0,Corner_Hit
103025,213411.0,46.0,291.27,1.0,Steady_Push,Experienced (26-45),26.0,Yes,213411.0,1.0,Corner_Hit
102355,181117.0,33.0,262.0,24.0,Steady_Push,Experienced (26-45),5.0,Yes,181117.0,0.0,Face_Hit
100015,444792.0,52.0,825.18,1.0,Steady_Push,Veteran (46-65),16.0,No,444792.0,1.0,Corner_Hit
101965,251751.0,50.0,845.59,28.0,Quick_Flick,Master (65+),21.0,Yes,251751.0,9.0,Edge_Hit
101040,91172.0,25.0,157.0,30.0,Quick_Flick,Rookie (0-25),23.0,Yes,91172.0,6.0,Face_Hit
102760,277952.0,34.0,600.68,25.0,Steady_Push,Veteran (46-65),5.0,No,277952.0,2.0,Face_Hit
101047,196895.0,7.0,912.0,13.0,Calculated_Lob,Veteran (46-65),20.0,Yes,196895.0,7.0,Corner_Hit
100989,139236.0,58.0,191.0,27.0,Steady_Push,Experienced (26-45),26.0,Yes,139236.0,6.0,Corner_Hit
100083,82091.0,19.0,508.0,21.0,Steady_Push,Experienced (26-45),17.0,Yes,82091.0,10.0,Edge_Hit
102729,56013.0,22.0,973.0,26.0,Steady_Push,Experienced (26-45),17.0,Yes,56013.0,2.0,Edge_Hit
101940,24673.0,3.0,671.0,18.0,Calculated_Lob,Veteran (46-65),20.0,Yes,24673.0,7.0,Face_Hit
101340,68745.0,38.0,577.0,1.0,Steady_Push,Experienced (26-45),17.0,Yes,68745.0,7.0,Edge_Hit
100164,289031.0,60.0,556.72,6.0,Steady_Push,Veteran (46-65),8.0,No,289031.0,3.0,Face_Hit
103143,343564.0,55.0,581.0,10.0,Steady_Push,Experienced (26-45),11.0,No,343564.0,2.0,Corner_Hit
102986,149776.0,23.0,426.0,26.0,Quick_Flick,Veteran (46-65),13.0,Yes,149776.0,10.0,Edge_Hit
100368,310553.0,55.0,855.04,8.0,Steady_Push,Veteran (46-65),18.0,No,310553.0,1.0,Corner_Hit
100543,95668.0,1.0,765.0,6.0,Calculated_Lob,Veteran (46-65),11.0,Yes,95668.0,3.0,Face_Hit
100733,88202.0,34.0,218.0,20.0,Calculated_Lob,Veteran (46-65),29.0,Yes,88202.0,4.0,Corner_Hit
100198,24625.0,42.0,699.0,,Steady_Push,Experienced (26-45),17.0,Yes,24625.0,6.0,Edge_Hit
100577,292498.0,24.0,692.2,15.0,Steady_Push,Experienced (26-45),,No,292498.0,1.0,Edge_Hit
102517,396524.0,36.0,983.54,9.0,Calculated_Lob,Veteran (46-65),7.0,No,396524.0,0.0,Edge_Hit
102240,445559.0,21.0,906.15,23.0,Calculated_Lob,Rookie (0-25),7.0,No,445559.0,0.0,Face_Hit
101064,116276.0,27.0,297.0,6.0,Quick_Flick,Veteran (46-65),7.0,Yes,116276.0,5.0,Edge_Hit
100787,80260.0,3.0,967.0,19.0,Quick_Flick,Rookie (0-25),0.0,Yes,80260.0,9.0,Corner_Hit
100743,410542.0,42.0,768.45,4.0,Calculated_Lob,Rookie (0-25),18.0,No,410542.0,0.0,Corner_Hit
101504,226762.0,23.0,212.79,12.0,Calculated_Lob,Veteran (46-65),0.0,Yes,226762.0,2.0,Face_Hit
101667,373403.0,8.0,936.44,7.0,Steady_Push,Veteran (46-65),4.0,No,373403.0,4.0,Corner_Hit
101316,283142.0,60.0,792.28,5.0,Calculated_Lob,Experienced (26-45),10.0,No,283142.0,1.0,Face_Hit
100317,404805.0,9.0,563.43,7.0,Steady_Push,Veteran (46-65),17.0,No,404805.0,0.0,Edge_Hit
102412,330248.0,44.0,747.83,21.0,Steady_Push,Experienced (26-45),15.0,No,330248.0,3.0,Corner_Hit
100310,163323.0,41.0,260.0,4.0,Quick_Flick,Veteran (46-65),6.0,Yes,163323.0,0.0,Edge_Hit
100613,300175.0,30.0,629.02,29.0,Steady_Push,Experienced (26-45),15.0,No,300175.0,0.0,Corner_Hit
101882,288648.0,24.0,932.35,26.0,Calculated_Lob,Veteran (46-65),16.0,No,288648.0,0.0,Corner_Hit
100256,288564.0,2.0,571.38,7.0,Calculated_Lob,Veteran (46-65),11.0,No,288564.0,4.0,Edge_Hit
100727,258038.0,49.0,943.7,16.0,Steady_Push,Veteran (46-65),29.0,Yes,258038.0,6.0,Corner_Hit
100213,352647.0,4.0,541.87,25.0,Calculated_Lob,Experienced (26-45),18.0,No,352647.0,3.0,Edge_Hit
101037,398825.0,53.0,539.9,28.0,Steady_Push,Experienced (26-45),5.0,No,398825.0,0.0,Corner_Hit
102969,436685.0,28.0,978.73,24.0,Calculated_Lob,Experienced (26-45),16.0,No,436685.0,3.0,Corner_Hit
101286,153417.0,27.0,439.0,21.0,Calculated_Lob,Veteran (46-65),7.0,Yes,153417.0,8.0,Face_Hit
100216,7989.0,11.0,540.0,24.0,Calculated_Lob,Experienced (26-45),28.0,Yes,7989.0,2.0,Corner_Hit
102510,219664.0,3.0,813.84,11.0,Calculated_Lob,Veteran (46-65),9.0,Yes,219664.0,10.0,Edge_Hit
101302,81686.0,7.0,162.0,2.0,Calculated_Lob,Veteran (46-65),26.0,Yes,81686.0,2.0,Edge_Hit
101817,287116.0,48.0,966.64,29.0,Calculated_Lob,Experienced (26-45),11.0,No,287116.0,3.0,Edge_Hit
100288,234478.0,48.0,751.78,19.0,Quick_Flick,Experienced (26-45),26.0,Yes,234478.0,4.0,Corner_Hit
100456,417718.0,46.0,998.6,18.0,Calculated_Lob,Experienced (26-45),6.0,No,417718.0,1.0,Corner_Hit
102850,100728.0,13.0,499.0,7.0,Steady_Push,Veteran (46-65),3.0,Yes,100728.0,4.0,Corner_Hit
101409,228753.0,11.0,994.19,16.0,Quick_Flick,Veteran (46-65),5.0,Yes,228753.0,4.0,Corner_Hit
100117,301808.0,31.0,724.42,14.0,Steady_Push,Rookie (0-25),10.0,No,301808.0,2.0,Edge_Hit
100630,136241.0,45.0,817.0,19.0,Steady_Push,Veteran (46-65),1.0,Yes,136241.0,8.0,Corner_Hit
102825,312315.0,32.0,879.93,24.0,Steady_Push,Experienced (26-45),13.0,No,312315.0,1.0,Face_Hit
101110,242821.0,17.0,407.12,5.0,Quick_Flick,Veteran (46-65),4.0,Yes,242821.0,0.0,Edge_Hit
102034,279502.0,15.0,948.31,21.0,Steady_Push,Experienced (26-45),14.0,No,279502.0,1.0,Edge_Hit
102219,2872.0,4.0,606.0,18.0,Steady_Push,Veteran (46-65),30.0,Yes,2872.0,9.0,Face_Hit
101589,435300.0,17.0,958.99,14.0,Steady_Push,Experienced (26-45),0.0,No,435300.0,0.0,Face_Hit
102261,294437.0,32.0,686.55,16.0,Calculated_Lob,Veteran (46-65),11.0,No,294437.0,0.0,Face_Hit
100073,298711.0,51.0,793.99,28.0,Calculated_Lob,Experienced (26-45),3.0,No,298711.0,1.0,Corner_Hit
100232,367908.0,34.0,513.58,23.0,Steady_Push,Experienced (26-45),19.0,No,367908.0,0.0,Face_Hit
100498,159782.0,25.0,244.0,25.0,Steady_Push,Experienced (26-45),15.0,Yes,159782.0,5.0,Corner_Hit
100126,91718.0,14.0,198.0,2.0,Calculated_Lob,Veteran (46-65),10.0,Yes,91718.0,7.0,Face_Hit
100390,397766.0,57.0,,2.0,Steady_Push,Experienced (26-45),8.0,No,397766.0,0.0,Edge_Hit
101408,31842.0,52.0,485.0,20.0,Steady_Push,Veteran (46-65),0.0,Yes,31842.0,5.0,Corner_Hit
102923,291986.0,32.0,769.62,22.0,Steady_Push,Veteran (46-65),11.0,No,291986.0,1.0,Edge_Hit
100459,295962.0,15.0,706.42,14.0,Steady_Push,Experienced (26-45),18.0,No,295962.0,3.0,Corner_Hit
102277,413374.0,42.0,548.76,12.0,Steady_Push,Experienced (26-45),13.0,No,413374.0,4.0,Edge_Hit
103039,68189.0,35.0,706.0,,Quick_Flick,Experienced (26-45),16.0,Yes,68189.0,1.0,Corner_Hit
100339,210773.0,53.0,783.88,9.0,Quick_Flick,Experienced (26-45),27.0,Yes,210773.0,9.0,Corner_Hit
103030,125711.0,27.0,841.0,5.0,Steady_Push,Veteran (46-65),6.0,Yes,125711.0,9.0,Face_Hit
101503,377089.0,43.0,752.36,1.0,Steady_Push,Experienced (26-45),7.0,No,377089.0,2.0,Face_Hit
102437,165621.0,50.0,424.0,30.0,Steady_Push,Veteran (46-65),12.0,Yes,165621.0,10.0,Corner_Hit
100988,180518.0,35.0,971.0,5.0,Calculated_Lob,Rookie (0-25),9.0,Yes,180518.0,5.0,Edge_Hit
101539,41555.0,53.0,777.0,27.0,Quick_Flick,Experienced (26-45),16.0,Yes,41555.0,8.0,Corner_Hit
101910,278742.0,4.0,919.86,7.0,Steady_Push,Experienced (26-45),4.0,No,278742.0,1.0,Corner_Hit
101213,434002.0,23.0,588.78,13.0,Calculated_Lob,Experienced (26-45),20.0,No,434002.0,1.0,Edge_Hit
101620,223572.0,47.0,519.85,25.0,Quick_Flick,,20.0,Yes,223572.0,3.0,Edge_Hit
102877,403453.0,5.0,909.15,14.0,Calculated_Lob,Experienced (26-45),18.0,No,403453.0,3.0,Corner_Hit
103155,170462.0,6.0,371.0,28.0,Steady_Push,Experienced (26-45),23.0,Yes,170462.0,7.0,Edge_Hit
102266,54263.0,12.0,395.0,23.0,Steady_Push,Veteran (46-65),1.0,Yes,54263.0,7.0,Edge_Hit
102194,167448.0,50.0,362.0,16.0,Calculated_Lob,Rookie (0-25),1.0,Yes,167448.0,4.0,Corner_Hit
102567,424081.0,52.0,935.83,13.0,Calculated_Lob,Rookie (0-25),18.0,No,424081.0,2.0,Edge_Hit
102205,443679.0,37.0,517.19,5.0,Steady_Push,Experienced (26-45),16.0,No,443679.0,2.0,Corner_Hit
100560,442788.0,33.0,682.18,16.0,Steady_Push,Experienced (26-45),16.0,No,442788.0,1.0,Corner_Hit
102777,442209.0,47.0,715.84,18.0,Steady_Push,Experienced (26-45),20.0,No,442209.0,0.0,Edge_Hit
101052,195207.0,56.0,388.0,22.0,,Experienced (26-45),5.0,Yes,195207.0,5.0,Edge_Hit
100005,298966.0,5.0,772.83,2.0,Calculated_Lob,Experienced (26-45),12.0,No,298966.0,2.0,Corner_Hit
102650,369073.0,47.0,931.82,10.0,Calculated_Lob,Experienced (26-45),9.0,No,369073.0,0.0,Face_Hit
102826,281286.0,47.0,668.04,10.0,Steady_Push,Veteran (46-65),2.0,No,281286.0,4.0,Edge_Hit
102874,31889.0,33.0,175.0,30.0,Steady_Push,Experienced (26-45),19.0,Yes,31889.0,10.0,Face_Hit
100492,234773.0,31.0,936.85,9.0,Steady_Push,Experienced (26-45),13.0,Yes,234773.0,5.0,Corner_Hit
100316,306544.0,33.0,931.4,23.0,Steady_Push,Experienced (26-45),12.0,No,306544.0,0.0,Edge_Hit
102822,43739.0,40.0,154.0,14.0,Steady_Push,Veteran (46-65),21.0,Yes,43739.0,3.0,Edge_Hit
101691,239371.0,18.0,521.8,15.0,Steady_Push,Veteran (46-65),21.0,Yes,239371.0,1.0,Corner_Hit
101470,201246.0,36.0,876.0,5.0,Quick_Flick,Experienced (26-45),19.0,Yes,201246.0,7.0,Corner_Hit
103178,399845.0,45.0,855.35,23.0,Steady_Push,Experienced (26-45),3.0,No,399845.0,0.0,Edge_Hit
102671,122073.0,26.0,801.0,6.0,Calculated_Lob,Veteran (46-65),21.0,Yes,122073.0,5.0,Face_Hit
101511,440986.0,41.0,554.87,5.0,,Experienced (26-45),18.0,No,440986.0,0.0,Edge_Hit
102338,179748.0,14.0,194.0,24.0,Steady_Push,Experienced (26-45),29.0,Yes,179748.0,2.0,Corner_Hit
102281,62657.0,20.0,796.0,19.0,Quick_Flick,Experienced (26-45),10.0,Yes,62657.0,4.0,Corner_Hit
101454,281201.0,13.0,944.69,30.0,Steady_Push,Veteran (46-65),7.0,No,281201.0,3.0,Face_Hit
102917,937.0,9.0,358.0,24.0,Calculated_Lob,Experienced (26-45),16.0,Yes,937.0,6.0,Face_Hit
100677,112255.0,17.0,716.0,20.0,Quick_Flick,Experienced (26-45),25.0,Yes,112255.0,10.0,Corner_Hit
102451,224123.0,41.0,776.44,23.0,Quick_Flick,Experienced (26-45),12.0,Yes,224123.0,9.0,Edge_Hit
102024,231080.0,47.0,406.57,2.0,Steady_Push,Master (65+),3.0,Yes,231080.0,3.0,Face_Hit
100129,19279.0,41.0,284.0,30.0,Calculated_Lob,Experienced (26-45),8.0,Yes,19279.0,7.0,Face_Hit
102269,428187.0,46.0,922.63,16.0,Calculated_Lob,Veteran (46-65),11.0,No,428187.0,3.0,Corner_Hit
102544,334623.0,42.0,583.39,17.0,Steady_Push,Experienced (26-45),1.0,No,334623.0,1.0,Edge_Hit
101144,164643.0,14.0,443.0,3.0,Calculated_Lob,Rookie (0-25),25.0,Yes,164643.0,9.0,Edge_Hit
102507,44867.0,16.0,798.0,9.0,Calculated_Lob,Veteran (46-65),26.0,Yes,44867.0,2.0,Face_Hit
102675,216685.0,34.0,704.85,2.0,Quick_Flick,Rookie (0-25),25.0,Yes,216685.0,10.0,Face_Hit
101726,235139.0,44.0,791.24,17.0,Quick_Flick,Veteran (46-65),15.0,Yes,235139.0,2.0,Corner_Hit
101098,335117.0,7.0,737.67,16.0,Calculated_Lob,Experienced (26-45),10.0,No,335117.0,2.0,Edge_Hit
102561,181265.0,58.0,178.0,24.0,Quick_Flick,Veteran (46-65),18.0,Yes,181265.0,7.0,Edge_Hit
101257,14998.0,59.0,697.0,11.0,Calculated_Lob,Experienced (26-45),18.0,Yes,14998.0,5.0,Edge_Hit
102089,5594.0,35.0,279.0,8.0,Steady_Push,Experienced (26-45),1.0,Yes,5594.0,7.0,Face_Hit
102365,79164.0,9.0,937.0,21.0,Quick_Flick,Veteran (46-65),0.0,Yes,79164.0,7.0,Corner_Hit
100439,55643.0,56.0,179.0,29.0,Calculated_Lob,Experienced (26-45),7.0,Yes,55643.0,8.0,Edge_Hit
102751,220474.0,19.0,631.83,12.0,Quick_Flick,Experienced (26-45),28.0,Yes,220474.0,9.0,Face_Hit
103141,304043.0,7.0,750.3,5.0,Steady_Push,Experienced (26-45),5.0,No,304043.0,2.0,Corner_Hit
101190,173755.0,57.0,181.0,15.0,Steady_Push,Veteran (46-65),8.0,Yes,173755.0,8.0,Corner_Hit
102096,83154.0,54.0,412.0,2.0,Quick_Flick,Veteran (46-65),30.0,Yes,83154.0,8.0,Edge_Hit
101111,96645.0,17.0,237.0,11.0,Calculated_Lob,Experienced (26-45),8.0,Yes,96645.0,6.0,Edge_Hit
101060,401835.0,19.0,935.02,14.0,Steady_Push,Experienced (26-45),18.0,No,401835.0,4.0,Face_Hit
